cid,category
1577,['Australopithecus afarensis']
1246,['Austria']
2457,['Austrian fiction']
3486,['Authoritarianism']
1642,['Authority']
1056,['Authors Fiction']
2475,['Authors and publishers']
2912,['Authors and publishers.']
3614,['Authors and readers.']
349,['Authors']
3337,"['Authors, Algerian']"
134,"['Authors, American']"
4251,"['Authors, American.']"
3907,"['Authors, Arab']"
4078,"['Authors, Argentine']"
221,"['Authors, Australian']"
1366,"['Authors, Austrian']"
1876,"['Authors, Brazilian']"
784,"['Authors, British']"
4090,"['Authors, Canadian (English) 20th century Biography']"
3808,"['Authors, Canadian (French) Québec (Province) Biography']"
1433,"['Authors, Canadian']"
151,"['Authors, Chilean']"
368,"['Authors, Chinese']"
384,"['Authors, Colombian']"
6071,"['Authors, Czech']"
377,"['Authors, Danish']"
3499,"['Authors, Dutch']"
218,"['Authors, English']"
6070,"['Authors, Exiled']"
6045,"['Authors, Flemish']"
618,"['Authors, French']"
1252,"['Authors, German']"
3789,"['Authors, Greek']"
3862,"['Authors, Hungarian']"
1177,"['Authors, Irish']"
5016,"['Authors, Israeli']"
3312,"['Authors, Italian']"
5490,"['Authors, Jamaican']"
3557,"['Authors, Japanese']"
3738,"['Authors, Mexican']"
2211,"['Authors, New Zealand']"
4676,"['Authors, Russian']"
4812,"['Authors, Scottish']"
3429,"['Authors, Spanish American']"
254,"['Authors, Spanish']"
4580,"['Authors, Swedish']"
6288,"['Authors, Swiss']"
3129,"['Authors, Yiddish']"
128,['Authorship']
3325,['Authorship.']
2788,['Autism']
2222,['Autistic children']
5212,['Autobiograhical memory']
664,['Autobiographical fiction']
4817,"['Autobiographical fiction, American']"
3667,"['Autobiographical fiction, English']"
1777,"['Autobiographical fiction, German']"
6141,['Autobiographical memory']
3513,['Autobiographie']
1887,['Autobiographies']
3002,['Autobiography']
3152,['Autogenic training']
4881,['Autoimmune diseases']
3011,['Automatic bread machines']
5794,['Automaton chess players']
3548,['Automobile dealers']
6249,['Automobile driver education']
2289,['Automobile drivers']
5936,['Automobile driving']
1334,['Automobile industry and trade']
2722,['Automobile racing drivers']
1109,['Automobile racing']
4348,['Automobile repair shops']
744,['Automobile travel']
1825,['Automobile wrecking and used parts industry']
750,['Automobiles']
3427,"['Automobiles, Convertible']"
5257,"['Automobiles, Racing']"
4334,"['Automobiles, Steam.']"
345,['Autonomy in children']
1144,['Autonomy']
1706,['Autumn']
4809,['Auvergne (France)']
6333,['Avalanches']
5269,['Avalon (Legendary place)']
178,['Avarice']
5875,['Aveyron (France)']
1841,['Aviaries']
3973,['Awareness']
1466,['Ayla (Fictitious character)']
2630,['Azaleas']
300,['Aztec gods']
441,['Aztecs']
2283,['Aztlán']
2167,['BASIC (Computer program language)']
6095,['BIBLES']
423,['BIOGRAPHY & AUTOBIOGRAPHY']
2063,['BKM j Ben']
574,"['BODY, MIND & SPIRIT']"
1672,['BUSINESS & ECONOMICS']
6068,['Baader-Meinhof gang']
5143,['Baal (Canaanite deity)']
1881,['Babar (Fictitious character)']
4200,['Babies Fiction']
1910,['Babies']
5588,['Baby Bob']
4712,['Baby Bop (Fictitious character)']
1800,['Baby Roo (Fictitious character)']
675,['Baby Sitters Club']
4347,['Baby Sitters club']
401,['Baby books']
807,['Baby dolls']
4873,['Baby foods']
1988,['Baby sitters']
901,['Baby-sitters Club (Imaginary organization)']
2312,['Baby-sitters club (Imaginary organization)']
517,['Babysitters']
1626,['Babysitting']
6348,['Babytime resource']
1612,['Bach flower remedies']
424,['Bachelors']
4600,['Backache']
958,['Backpacking']
1517,['Bacteria']
2299,['Bacteriologists']
6096,['Bad Dog (Fictitious character)']
5561,['Bad breath']
5121,"['Bader, Douglas. 1910-']"
321,['Badgers']
3904,"['Baeier, Kate (Fictitious character)']"
5814,['Bagels']
1555,"['Baggins, Bilbo (Fictitious character)']"
24,"['Baggins, Frodo (Fictitious character)']"
4904,['Bagpipers']
4578,['Bahamas']
628,['Bail bond agents']
3142,['Bailey School Kids (Fictitious characters)']
6049,['Bailey family (Fictitious characters)']
5827,['Baja California (Mexico : Peninsula)']
5096,['Bakeries']
3944,['Baking']
821,['Baleines']
6073,['Bali Island (Indonesia : Province)']
5957,['Balkan Peninsula']
4967,['Ball games']
4519,"['Ballads, English']"
1560,['Ballerinas']
148,['Ballet dancers']
1856,['Ballet dancing']
1865,['Ballet']
6123,['Ballet.']
5666,['Ballets']
4754,['Ballistic missile defenses']
1088,['Ballistic missiles']
5528,['Balloon ascensions']
4234,['Balloon sculpture']
599,['Balloons']
2107,['Balls (Parties)']
358,['Baltimore (Maryland)']
998,['Baltimore (Md.)']
2975,['Baltimore Metropolitan Area (Md.)']
5546,['Balto (Dog)']
5367,['Bananas']
693,['Band musicians']
3712,['Bandes dessinées']
1694,['Bands (Music)']
2430,['Bangladeshis']
5032,['Bangor (Me.)']
4958,['Bank accounts']
2935,['Bank directors']
1157,['Bank failures']
1228,['Bank robberies']
6098,['Bank robbers']
4325,['Bankers']
499,['Bankruptcy']
5303,['Banks and banking']
4467,"['Banks and banking, Japanese']"
1031,"['Banks, Alan (Fictitious character)']"
2416,['Baptism in the Holy Spirit']
1967,['Baptists']
985,['Bar mitzvah']
3987,['Barbadians']
6144,['Barbecue cookery']
3879,['Barbecuing']
502,['Barbers']
4146,['Barbie (Fictitious character)']
2235,['Barbie dolls']
438,['Barcelona (Spain)']
3783,['Barchester (England : Imaginary place)']
1077,"['Barnavelt, Lewis (Fictitious character)']"
2031,['Barney (Fictitious character)']
1160,['Barny (Fictitious character)']
5214,['Barock']
5318,['Baroda (City)']
3381,['Barosaurus']
2920,['Bars (Drinking establishments)']
2206,['Barsetshire (England : Imaginary place)']
4172,['Bartending']
5933,['Basal reading instruction']
4029,['Base-ball - Récits canadiens']
4745,['Base-ball - Récits canadiens-anglais']
2987,['Base-ball - Récits']
5609,['Baseball Stars']
1544,['Baseball cards']
2542,['Baseball for children']
697,['Baseball players']
702,['Baseball stories']
989,['Baseball']
1410,['Baseball.']
1992,['Bases de datos distribuidas']
4390,['Bases de datos orientadas a objetos']
796,['Bashfulness']
5591,['Bashfulness.']
6107,['Basic (Computer program language)']
4178,['Basil.']
2171,['Basket making']
2144,['Basketball Fiction']
5549,['Basketball camps']
4965,['Basketball cards']
1982,['Basketball players']
269,['Basketball stories']
2456,['Basketball']
4792,['Basses (Fish)']
6014,['Basset hound']
1657,"['Bates, Norman (Fictitious character)']"
1796,['Bath time']
583,['Baths']
4055,['Batman (Fictitious character)']
4797,['Baton Rouge (La.)']
1070,['Bats']
5371,"['Batt, Margaret.']"
198,['Battle of Britain']
1528,"['Battle, Superintendent (Fictitious character)']"
5763,['Battles']
4878,['Battles.']
3031,['Bavaria (Germany)']
5863,['Bawdy poetry']
2047,['Baywatch #1']
5159,"['Başarı, İşte']"
2196,['Beach erosion']
1317,['Beaches']
6056,['Beadwork']
3377,['Beagle Expedition']
5405,['Beanie Babies (Stuffed animals)']
4267,['Beanie Babies (Trademark)']
6346,['Beans']
3014,['Bear cubs']
620,['Bears']
4346,['Beasts']
2554,['Beat generation']
3282,['Beatitudes']
5350,['Beatitudes.']
626,['Beats (Persons)']
5264,"['Beaumont, J. P. (Fictitious character)']"
2212,['Beauty contestants']
1176,['Beauty contests']
2247,['Beauty culture']
676,"['Beauty, Personal']"
2425,"['Beauty, Personal.']"
4447,['Beaver (Transport planes)']
2579,['Beavers Fiction']
2972,['Beavers']
2571,['Bebekler- bakım']
2599,"['Beck, Martin (Fictitious character)']"
4086,"['Beckett, Sam (Fictitious character)']"
663,['Bed and breakfast accommodations']
6185,['Bed and breakfast accomodations']
6280,['Bedrooms']
6162,['Bedrooms.']
2297,['Bedtime']
1189,['Bee hunting']
3127,['Beef']
2290,['Beehives']
4936,['Beethoven (Fictitious character : Hughes)']
1121,['Beginner books']
1652,['Beginners']
4635,['Beginning Readers Nonfiction']
997,['Behavior modification']
4630,['Behavior modification.']
249,['Behavior']
3006,['Behavior.']
5798,['Behavioral assessment']
4207,['Beijing (China)']
568,"['Belacqua, Lyra (Fictitious character)']"
935,['Belarus']
713,"['Belden, Trixie (Fictitious character)']"
2096,['Belfast (Northern Ireland)']
715,['Belgariad-(Book #5)']
1417,['Belgian fiction (French)']
734,['Belgians']
2184,['Belgium']
804,['Belgrade (Serbia)']
2458,['Belief and doubt']
2948,['Belize']
3365,"['Belletristik: Märchenfiguren: Hexen, Hexer']"
4760,['Belletristische Darstellung - Philippinen - Deutsche - Liebesbeziehung']
1634,"['Belleville (Paris, France)']"
2875,['Belly dance']
2777,['Benefactors']
5559,['Benevolence']
6076,['Bengali fiction']
4638,['Bengali poetry']
2243,"['Bengtzon, Annika (Fictitious character)']"
5166,['Benjamin Bunny (Fictitious character)']
4777,['Benjelle (African people)']
3445,"['Bennett, Lilly (Fictitious character)']"
5363,['Beowulf']
2738,['Bereavement in children']
892,['Bereavement']
1933,"['Beresford, Tommy (Fictitious character)']"
3023,['Berkeley (Calif.)']
139,['Berlin (Germany)']
3612,['Berlin - Untergrund Politik - Juden - Geschichte 1943-1945 - Erlebnisbericht']
6069,"['Berlin Wall, Berlin, Germany, 1961-1989']"
2298,['Bermuda Triangle']
5891,"['Bernstein, Carl, 1944-']"
2534,"['Berry, Wendy']"
5624,['Bert (Fictitious character : Henson)']
3566,['Best books for young adults (Fiction)']
1091,['Best books']
1372,['Best friends']
2261,['Betrayal']
1793,['Betrothal']
3175,['Beverages']
1989,['Beverly Hills (Calif.)']
765,['Beverly Hills 90210 (Television program)']
835,['Beverly Hills 90210 (Television program).']
3695,['Bevölkerungspolitik']
4725,['Bevölkerungsstruktur / Bevölkerungsentwicklung / Bevölkerungsprognose / Kanada']
2692,['Bewitched (Television program)']
908,['Bewusstsein - Gehirn - Kognitive Psychologie']
3740,"['Bey, Ashraf (Fictitious character)']"
4216,['Beyond the fringe']
1011,['Bhagavadgita']
2910,['Bhagavadgītā']
2637,['Bharata (Hindu mythology)']
5456,['Bible crafts.']
2329,['Bible stories']
2260,"['Bible stories, English']"
212,['Bible']
696,['Bibles']
4516,['Bibliographical citations']
3579,['Bibliography']
5064,['Bibliomania']
2083,['Bibliotherapy']
2695,['Bibliothèques scolaires - Administration - Histoire - 20e siècle']
1392,['Bicycle racing']
3065,['Bicycle touring']
4856,['Bicycle']
3193,['Bicycles and bicycling']
6351,['Bicycles and cycling']
1742,['Bicycles']
1795,['Big Bird (Fictitious character)']
3268,['Big bands']
5533,['Big bird']
3009,['Big books']
2713,['Big brother (Television program : Great Britain)']
3155,['Big brother']
3064,['Big business']
3146,['Bigamy']
1851,['Bild-Zeitung']
3780,['Bildungsroman']
143,['Bildungsromans']
4441,"['Bildungsromans, American']"
4695,['Bilingual books']
5640,['Bilingual materials']
5686,['Billion (The number)']
4082,['Billionaires']
739,['Biloxi (Miss.)']
1691,"['Binder, Amos (Fictitious character)']"
4947,['Bingo']
278,['Biodiversity']
2265,['Bioethics']
3356,['Biofeedback training']
5188,['Biogeography']
1931,['Biographers - Fiction']
468,['Biographers']
668,['Biographical fiction']
4528,"['Biographical fiction, German']"
2340,['Biographical poetry']
2378,['Biographies - 20e siècle']
2113,['Biographies']
25,['Biography & Autobiography']
495,['Biography']
1869,['Biolinguistics']
1052,['Biological Rhythms']
1432,['Biological invasions']
1956,['Biological psychiatry']
167,['Biological warfare']
4310,['Biological weapons']
6250,['Biologists']
1221,['Biology']
4369,['Bionics']
2014,['Biotechnology']
2761,['Bird attracting']
5083,['Bird feeders']
3207,['Bird feeders.']
813,['Bird watching']
1627,['Birds']
1693,['Birmingham (England)']
1633,"['Birnbaum, Maureen (Fictitious character)']"
1922,['Birth control']
2985,['Birth customs']
2263,['Birth order']
942,['Birth']
4001,['Birthday books']
4763,['Birthday books.']
677,['Birthday parties']
645,['Birthdays']
4027,['Birthfathers']
1708,['Birthmothers']
3350,['Birthparents']
3927,['Biscuits']
629,['Bisexual men']
3875,['Bisexual women']
2960,['Bisexuality']
883,['Bishops']
2813,['Bison']
115,['Bk. 1']
3279,['Black (Fictitious character : Farley)']
6287,['Black Adder (Television program)']
4042,['Black Beauty (Fictitious character)']
1155,['Black Caribbean women']
5618,['Black Death']
1012,['Black Forest (Germany)']
2338,['Black Hills (S.D. and Wyo.)']
4183,"['Black Hills War, 1876-1877']"
3407,['Black Holes']
5755,['Black holes (Astronomy)']
858,['Black humor (Literature)']
244,['Black humor']
3974,['Black market']
2735,['Black theology']
3145,['Blackadder (Television program)']
1210,['Blackberries']
3284,['Blackjack (Game)']
3150,['Blackouts in war']
671,['Blacks']
1526,['Blair Witch Project (Motion picture)']
4007,"['Blair, Neil (Fictitious character)']"
1035,"['Blair, Sonora (Fictitious character)']"
540,"['Blake, Anita (Fictitious character)']"
3555,"['Blakeney, Percy, Sir (Fictitious character)']"
1094,['Blankets']
4976,['Blasket Islands (Ireland)']
1390,['Blessing and cursing']
1675,"['Bletchley (Buckinghamshire, England)']"
4574,['Blind children']
4830,['Blind dates']
5415,['Blind painters']
4343,['Blind women']
141,['Blind']
3326,['Blind-deaf']
1267,['Blindness']
3685,"['Bliss, Vicky (Fictitious character)']"
431,['Blizzards']
1355,"['Block, Bella (Fictitious character)']"
203,['Blood groups']
5652,['Blood']
6400,['Bloodsucking animals']
37,"['Bloom, Leopold (Fictitious character)']"
3465,['Blork (Fictitious character)']
6349,['Blue (Fictitious character)']
3062,['Blue Ridge (Va.)']
3392,['Blue Ridge Mountains']
1093,['Blue collar workers']
3926,['Bluebonnets (Lupines)']
3795,['Blues (Music)']
3212,['Boa constrictor']
1212,['Board book']
1375,['Board books']
1983,['Board games']
4337,['Boardbooks']
1958,['Boarding school students']
565,['Boarding schools']
6022,['Boatbuilding']
5784,['Boaters (Persons)']
3561,['Boating accidents']
1514,['Boats and boating']
5255,['Bob the Builder (Fictitious character)']
5602,['Bobbsey Twins (Fictitious characters)']
5342,['Bodhisattvas']
5674,['Body composition']
4761,['Body image in girls']
542,['Body image in women']
4098,['Body image']
3410,['Body language']
3459,['Body language.']
6031,['Body piercing']
3580,['Body size']
5764,['Body size.']
476,['Body snatching']
5297,"['Body, Human Religious aspects Protestant churches']"
2320,"['Body, Human']"
74,"['Body, Mind & Spirit']"
6202,['Bodybuilders']
1719,['Bodybuilding']
3043,['Bodyguards']
2015,"['Bognor, Simon (Fictitious character)']"
1486,['Bohemianism']
6166,['Bokke']
3990,"['Bolan, Mack (Fictitious character)']"
4844,"['Bolitho, Richard (Fictitious character)']"
4755,['Bolivia']
1005,['Bombay (India)']
3344,"['Bombing, Aerial']"
4268,['Bombings']
5407,"['Bonaparte, Napoleon, Inspector (Fictitious character)']"
3837,"['Bond, James (Fictitious character)']"
1085,['Bondage (Sexual behavior)']
5310,['Bondi (N.S.W.)']
3871,['Bone (Fictitious character)']
4342,"['Bone, Robert (Fictitious character)']"
2217,['Bones']
3577,['Bonheur']
5752,['Bonington Chris']
2732,['Bonn (Germany)']
2053,['Bonsai']
1020,['Book and Cassette']
184,['Book burning']
2762,['Book clubs (Bookselling)']
772,['Book clubs (Discussion groups)']
2415,['Book clubs']
2501,['Book collecting']
6010,['Book collectors']
5924,['Book design']
5988,['Book industries and trade']
3624,['Book jackets']
3856,['Book of Mormon']
2220,['Book of the Year Award']
5508,['Book selection']
2228,['Book zone']
3072,['Bookkeeping.']
3911,['Bookmakers (Gambling)']
627,['Books and reading']
6062,['Books and reading.']
2307,['Books from Films']
4179,['Books of hours']
379,['Books on tape']
2730,['Books']
992,['Booksellers and bookselling']
2670,['Bookstores']
3436,['Boone (Fictitious character)']
4480,['Boots']
1939,"['Bordeaux (Aquitaine, France)']"
4225,['Border crossing']
849,"['Borders, Ornamental (Decorative arts)']"
655,['Boredom']
5578,['Bornean orangutan']
3386,['Bornholm (Denmark)']
4495,"['Boronat, Miranda (Fictitious character)']"
3766,['Borribles (Fictitious characters)']
4466,['Borrowers (Fictitious characters)']
137,['Bosnia and Hercegovina']
1452,['Bosnia and Herzegovina']
